CTPRVN_CD,CTPRVN_NM,SIGNGU_CD,SIGNGU_NM,FCLTY_NM,RPRSNTV_TEL_NO,ZIP_NO,FCLTY_ADDR,FCLTY_DETAIL_ADDR,MAIN_ITEM_CD,MAIN_ITEM_NM,FCLTY_CRDNT_LO,FCLTY_CRDNT_LA,COURSE_FLAG_CD,COURSE_ITEM_NM,COURSE_NM
36,세종,36110,세종시,원펀치복싱클럽,0448651287,30100,세종특별자치시 보듬3로 8-11,세종jm빌딩 4층(도담동),76,복싱,127.2582378,36.5132137,장애인강좌,,
36,세종,36110,세종시,나사볼링센터 본점,0448630929,30121,세종특별자치시 한누리대로 350,뱅크빌딩지하1층(어진동),10,볼링,127.2572294,36.4954150,장애인강좌,,
36,세종,36110,세종시,세종합기도천지관,0448683032,30123,세종특별자치시 다정중앙로 40,501호(다정동),75,합기도,127.2493815,36.4940426,장애인강좌,,
36,세종,36110,세종시,경희대 수덕태권도,0448628808,30021,세종특별자치시 조치원읍 충현로 159,욱일아파트 상가2층 경희대수덕태권도(욱일아파트),22,태권도,127.2932492,36.6027948,장애인강좌,,
36,세종,36110,세종시,부강탁구장,,30075,세종특별자치시 부강면 부촌길 32,2층 202호,21,탁구,127.3674220,36.5292433,장애인강좌,,
41,경기,41270,안산시,중앙스포츠아카데미,0314030043,15471,경기도 안산시 단원구 광덕2로 163-15,"401호,402호(중앙스포츠아카데미)(고잔동)",04,농구,126.8285062,37.3111964,장애인강좌,,
41,경기,41270,안산시,GG볼링장,0315010279,15624,경기도 안산시 상록구 감골1로 27,729동105호(사동),10,볼링,126.8524953,37.2878817,장애인강좌,,
41,경기,41360,남양주시,M핫요가,0315920288,12054,경기도 남양주시 진접읍 경복대로 253,진접메디컬센터 6층,78,요가,127.2027807,37.7211991,장애인강좌,,
41,경기,41220,평택시,"GMA해동검도,합기도",0316652587,17756,경기도 평택시 경기대로 1525,"2층 GMA해동검도,합기도(지산동)",75,합기도,127.0622926,37.0805040,장애인강좌,,
41,경기,41130,성남시,GYM HUR (짐휴),0317141171,13615,경기도 성남시 분당구 돌마로 47,5층 509호 510호(금곡동),25,헬스,127.1072135,37.3503814,장애인강좌,,
41,경기,41220,평택시,High Run 빌리어드클럽,,17908,경기도 평택시 평택3로 36-1,1층(합정동),03,기타종목,127.0938237,36.9923241,장애인강좌,,
41,경기,41130,성남시,L&S아이랑발달지원센터,,13387,경기도 성남시 중원구 원터로17번길 21,"2,3층(하대원동)",03,기타종목,127.1420412,37.4287322,장애인강좌,,
41,경기,41410,군포시,PG스크린 골프 연습장,0314381003,15886,경기도 군포시 대야2로 35,"307호(대야미동, 천봉프라자)",02,골프,126.9168507,37.3302644,장애인강좌,,
41,경기,41430,의왕시,PLAY X 엑서사이즈,0314218585,16039,경기도 의왕시 계원대학로 34,402호(내손동),03,기타종목,126.9750837,37.3790546,장애인강좌,,
41,경기,41280,고양시,SNPE일산역점,0319765476,10353,경기도 고양시 일산서구 고양대로 676,3층(일산동),78,요가,126.7709800,37.6839866,장애인강좌,,
41,경기,41610,광주시,SRC재활체육관,0317993893,12728,경기 광주시 초월읍 경수길 25,SRC재활체육관,12,수영,127.2870784,37.4186103,장애인강좌,,
41,경기,41280,고양시,VIP당구클럽,,10571,경기도 고양시 덕양구 권율대로 894,6층(신원동),03,기타종목,126.8904153,37.6632325,장애인강좌,,
41,경기,41460,용인시,W필라테스(여성전용스튜디오),0312748278,17079,경기도 용인시 기흥구 한보라2로 15,"5층 W필라테스(보라동, 랜드빌2)",79,필라테스,127.1113440,37.2543819,장애인강좌,,
41,경기,41360,남양주시,lsk움직임연구소,,12248,경기도 남양주시 다산중앙로 105-18,205호(다산동),03,기타종목,127.1519354,37.6224017,장애인강좌,,
41,경기,41220,평택시,sta경희대삼성태권도,0316535112,17852,경기도 평택시 평남로 933,태성빌딩 5층(비전동),22,태권도,127.1048510,37.0040516,장애인강좌,,
41,경기,41360,남양주시,가운태권도,025551714,12262,경기도 남양주시 가운로2길 55,304호(다산동),22,태권도,127.1569874,37.6007244,장애인강좌,,
41,경기,41220,평택시,강산볼링센터,0316813681,17936,경기도 평택시 안중읍 안현로서2길 14,지하1층강산볼링센타,10,볼링,126.9302699,36.9883403,장애인강좌,,
41,경기,41210,광명시,거룡경희대석사체육관,0226866937,14266,경기도 광명시 광명로888번길 30,2층 거룡태권도(광명동),22,태권도,126.8569946,37.4771790,장애인강좌,,
41,경기,41190,부천시,거북이당구장,0323246906,14543,경기도 부천시 상동로117번길 31,대림타운3층  거북이당구장(상동),03,기타종목,126.7517282,37.5076028,장애인강좌,,
41,경기,41630,양주시,경동볼링장,0318487676,11492,경기도 양주시 고읍남로 13,5층경동볼링장(광사동),10,볼링,127.0803442,37.7949840,장애인강좌,,
41,경기,41460,용인시,경희대석사 창대태권도장,023353536,17091,경기도 용인시 처인구 중부대로 1142-1,"진우아파트 상가 201~204, 209호(삼가동)",22,태권도,127.1724138,37.2394168,장애인강좌,,
41,경기,41410,군포시,경희대석사선무태권도장,024512184,15831,경기도 군포시 당산로125번길 29-2,삼정빌딩,22,태권도,126.9435752,37.3617335,장애인강좌,,
41,경기,41110,수원시,경희대석사성호태권도,0312157687,16493,경기도 수원시 팔달구 권광로 373,"월드메르디앙주상가 121동 304,305호(우만동, 월드메르디앙 아파트)",22,태권도,127.0340698,37.2808409,장애인강좌,,
41,경기,41150,의정부시,경희대의순태권도,0318515411,11757,경기도 의정부시 청사로47번길 26,701호(금오동),22,태권도,127.0681933,37.7524158,장애인강좌,,
41,경기,41210,광명시,경희대태권도장천사총본관,0226151494,14292,경기도 광명시 광오로 35,2층 경희대 태권도장 천사총본관(광명동),22,태권도,126.8484253,37.4759706,장애인강좌,,
41,경기,41270,안산시,경희엄지YG효자태권도 원곡지점,0314859695,15382,경기도 안산시 단원구 라성안길 17,303호(원곡동),22,태권도,126.8023444,37.3277604,장애인강좌,,
41,경기,41270,안산시,경희특수체육센터,0314144999,15471,경기도 안산시 단원구 광덕서로 82,210호 경희특수체육센터(고잔동),03,기타종목,126.8278261,37.3119739,장애인강좌,,
41,경기,41220,평택시,고려대효무술관,023757200,17707,경기도 평택시 진위면 엘지로 55,상가 203호(한일아파트),22,태권도,127.0703050,37.1263118,장애인강좌,,
41,경기,41190,부천시,고려라온태권도장,0323250426,14586,경기도 부천시 부흥로 133,보람아주상가 3층 고려라온태권도(중동),22,태권도,126.7575285,37.4973990,장애인강좌,,
41,경기,41190,부천시,고려태권도,0326721780,14513,경기도 부천시 평천로 708,약대빌딩6층 고려태권도장(약대동),22,태권도,126.7694707,37.5148598,장애인강좌,,
41,경기,41590,화성시,고발달센터,07040275090,18479,경기도 화성시 동탄감배산로 143,"202동 2113호(오산동, 동탄역 유림노르웨이숲)",03,기타종목,127.0885544,37.1992914,장애인강좌,,
41,경기,41280,고양시,고양시덕양행신장애인주간보호센터,0318396100,10486,경기도 고양시 덕양구 서정마을2로 13,1층 고양시덕양행신장애인주간보호센터(행신동),03,기타종목,126.8471263,37.6213823,장애인강좌,,
41,경기,41280,고양시,고양시재활스포츠센터,0319291500,10239,경기도 고양시 일산서구 탄현로 139,고양시재활스포츠센터(탄현동),25,헬스,126.7645591,37.7032101,장애인강좌,,
41,경기,41610,광주시,곤지암볼링센터,027693337,12812,경기도 광주시 곤지암읍 도척로 137,곤지암볼링센터,10,볼링,127.3386774,37.3393506,장애인강좌,,
41,경기,41290,과천시,과천도시공사,025001433,13830,경기도 과천시 중앙로 294,관문실내체육관(관문동),09,배드민턴,126.9969731,37.4414931,장애인강좌,,
41,경기,41290,과천시,과천도시공사,025001332,13807,경기도 과천시 통영로 5,별관2층 헬스장(중앙동),25,헬스,126.9892375,37.4282679,장애인강좌,,
41,경기,41290,과천시,과천도시공사(과천시청소년수련관),025001263,13828,경기도 과천시 참마을로 9,수영장(문원동),12,수영,127.0009103,37.4264422,장애인강좌,,
41,경기,41110,수원시,광교 무브먼트 아카데미,,16508,경기도 수원시 영통구 도청로18번길 26,1동 3층 370호(이의동),03,기타종목,127.0568585,37.2875826,장애인강좌,,
41,경기,41480,파주시,교하운정스카이승마장,0319419455,10865,경기도 파주시 장자울길 4-33,교하운정스카이승마장(다율동),71,승마,126.7384328,37.7369475,장애인강좌,,
41,경기,41410,군포시,구름빌리어드,023913949,15865,경기도 군포시 산본로323번길 16-7,"6층 (산본동,롯데프라자)(산본동)",03,기타종목,126.9317628,37.3592302,장애인강좌,,
41,경기,41310,구리시,구리무훈체육관,025627271,11940,경기도 구리시 이문안로 86,수택동 449-31번지 2층 3층 무훈도장,03,기타종목,127.1410746,37.5917943,장애인강좌,,
41,경기,41310,구리시,구리시장애인종합복지관,0315620068,11940,경기도 구리시 이문안로 86-1,구리시장애인종합복지관(수택동),07,댄스,127.1410825,37.5915575,장애인강좌,,
41,경기,41170,안양시,국가대표 명학태권도장,0313486988,14093,경기도 안양시 만안구 성결대학로 14,2층 명학태권도(안양동),22,태권도,126.9324532,37.3832664,장애인강좌,,
41,경기,41170,안양시,국가대표탁구교실,0314656557,13997,경기도 안양시 만안구 장내로120번길 22,"3층, 국가대표탁구교실(안양동)",21,탁구,126.9218723,37.3958985,장애인강좌,,
41,경기,41280,고양시,국가대표휘트니스태권도장,0319059535,10407,경기도 고양시 일산동구 일산로 328,4층 휘트니스 태권도장(마두동),22,태권도,126.7844107,37.6647571,장애인강좌,,
41,경기,41410,군포시,국무합기도,0313986290,15861,경기도 군포시 군포로 489-2,3층(당동),75,합기도,126.9442009,37.3502167,장애인강좌,,
41,경기,41110,수원시,굿컴퍼니(별별생활체육센터 수원점),0312912171,16398,경기도 수원시 권선구 금호로23번길 21,슬로피아 1층(금곡동),03,기타종목,126.9541719,37.2698021,장애인강좌,,
41,경기,41220,평택시,권의성태권도장,026571576,17904,경기도 평택시 조개터로42번길 66,3층 권의성태권도장(합정동),22,태권도,127.1063129,36.9900333,장애인강좌,,
41,경기,41130,성남시,그린축구운동발달센터,0297639570,13446,경기도 성남시 수정구 사송로 60,2층 그린축구운동발달센터(사송동),20,축구,127.1132108,37.4147380,장애인강좌,,
41,경기,41550,안성시,극동볼링장,0316773500,17578,경기도 안성시 석정1길 27,극동볼링장3층(석정동),10,볼링,127.2610327,37.0102830,장애인강좌,,
41,경기,41130,성남시,글로벌스포츠(탁구교실),0317446689,13353,경기도 성남시 수정구 산성대로269번길 8,5층 글로벌스포츠(탁구교실)(신흥동),21,탁구,127.1467867,37.4415497,장애인강좌,,
41,경기,41190,부천시,금메달태권도장,0326799507,14408,경기도 부천시 고리울로51번길 7,2층(고강동),22,태권도,126.8216934,37.5276357,장애인강좌,,
41,경기,41170,안양시,기리요가스튜디오,,14103,경기도 안양시 동안구 평촌대로 118,민백빌딩 지하1층(평촌동),78,요가,126.9608693,37.3831277,장애인강좌,,
41,경기,41410,군포시,김영희탁구교실,,15865,경기도 군포시 광정로 78,8층 김영희탁구교실(산본동),21,탁구,126.9297765,37.3600098,장애인강좌,,
41,경기,41570,김포시,김포팬텀유소년축구클럽,07040900326,10118,경기도 김포시 승가로 87-1,김포팬텀유소년축구클럽(풍무동),20,축구,126.7127690,37.6052760,장애인강좌,,
41,경기,41110,수원시,꿈나무심리언어연구소,022544888,16310,경기도 수원시 장안구 정조로 988,조원샤르망 212호(조원동),03,기타종목,127.0102203,37.2951272,장애인강좌,,
41,경기,41110,수원시,꿈나무인지언어연구소,0312544888,16261,수원시 팔달구 행궁로 77,송산빌딩 2층,03,기타종목,127.0158851,37.2757504,장애인강좌,,
41,경기,41130,성남시,꿈나무태권도,0280171611,13533,경기도 성남시 분당구 동판교로 59,자유퍼스트프라자1동 1층(백현동),22,태권도,127.1150580,37.3883538,장애인강좌,,
41,경기,41360,남양주시,꿈마을협동조합,,12097,경기도 남양주시 덕송3로 30,"1202동 1층(별내동, 행복나눔센터)(별내동, 별가람마을1-2단지)",02,골프,127.1136794,37.6700269,장애인강좌,,
41,경기,41590,화성시,꿈자라다운동발달센터,0313751442,18478,경기도 화성시 동탄대로19길 10,신유메디프라자 308호(오산동),03,기타종목,127.0977682,37.1971942,장애인강좌,,
41,경기,41110,수원시,꿈틀그라운드,,16229,경기도 수원시 영통구 창룡대로 250,"근린생활시설 2층 꿈틀그라운드(이의동, 수원광교 행복주택)",03,기타종목,127.0367648,37.2947375,장애인강좌,,
41,경기,41190,부천시,"나는, 요가&필라테스",0326130389,14430,경기도 부천시 원종로 21,301호(원종동),78,요가,126.8023655,37.5241681,장애인강좌,,
41,경기,41460,용인시,남사스포츠센터,0280977805,17117,경기도 용인시 처인구 남사면 한숲로 100,한숲로 100,12,수영,127.1737916,37.1569380,장애인강좌,,
41,경기,41360,남양주시,남양주시청(호평체육문화센터),0315601273,12148,경기도 남양주시 늘을2로 67,호평체육문화센터(호평동),03,기타종목,127.2422930,37.6588611,장애인강좌,,
41,경기,41360,남양주시,남양주체육문화센터,0315601301,12244,경기도 남양주시 다산지금로 91,남양주체육문화센터(이패동),12,수영,127.1764450,37.6067631,장애인강좌,,
41,경기,41130,성남시,내아이발달센터,07076042468,13646,경기도 성남시 수정구 위례광장로 19,"708호,710호,711호(창곡동)",03,기타종목,127.1404574,37.4656896,장애인강좌,,
41,경기,41270,안산시,네츄럴무브,0314832848,15470,경기도 안산시 단원구 광덕3로 178,403호 네츄럴무브(고잔동),79,필라테스,126.8323498,37.3120538,장애인강좌,,
41,경기,41500,이천시,넥스트짐,,17387,경기도 이천시 마장면 오천로 93,호산프라자 6층,25,헬스,127.3567462,37.2497427,장애인강좌,,
41,경기,41130,성남시,노상혁FTC,07086117817,13558,경기도 성남시 분당구 정자일로 162,젤존타워2 604호(정자동),25,헬스,127.1063239,37.3646140,장애인강좌,,
41,경기,41150,의정부시,녹양경기태권도,0318556900,11610,경기도 의정부시 체육로 304,녹양프라자 7층 경기태권도(녹양동),22,태권도,127.0413705,37.7609825,장애인강좌,,
41,경기,41630,양주시,농업회사법인주식회사한성승마클럽,0318667272,11498,경기도 양주시 평화로 1141-11,한성승마클럽(산북동),71,승마,127.0470119,37.7914681,장애인강좌,,
41,경기,41360,남양주시,누누운동 탁구클럽,0315919004,12171,경기도 남양주시 화도읍 먹갓로28번길 57,1층,21,탁구,127.2807706,37.6567002,장애인강좌,,
41,경기,41550,안성시,뉴유성볼링장,0316182973,17548,경기도 안성시 공도읍 서동대로 4543,뉴유성볼링센터,10,볼링,127.2065380,37.0105400,장애인강좌,,
41,경기,41130,성남시,뉴핏휘트니스,027146714,13612,경기도 성남시 분당구 정자로76번길 11,B1 뉴핏휘트니스(정자동),25,헬스,127.1135260,37.3623633,장애인강좌,,
41,경기,41110,수원시,뉴힐링라이프 재활운동센터 수원점,03180017582,16484,경기도 수원시 팔달구 경수대로 534,"단지내 상가 102호 뉴힐링라이프  재활운동센터  수원점(인계동, 인계극동스타클래스)",03,기타종목,127.0296875,37.2732083,장애인강좌,,
41,경기,41170,안양시,뉴힐링라이프 재활운동센터 안양,,14119,경기도 안양시 동안구 엘에스로91번길 16-39,안양IT밸리 3층 301-2호(호계동),25,헬스,126.9481091,37.3710531,장애인강좌,,
41,경기,41220,평택시,뉴힐링라이프 재활운동센터 평택점,0316580175,17902,경기도 평택시 평택5로34번길 96,201호(합정동),03,기타종목,127.1129457,36.9876211,장애인강좌,,
41,경기,41590,화성시,뉴힐링라이프재활운동센터,03180433068,18453,경기도 화성시 동탄지성로 18,1001호 뉴힐링라이프재활운동센터(반송동),25,헬스,127.0726151,37.2052530,장애인강좌,,
41,경기,41280,고양시,뉴힐링라이프재활운동센터 일산점,0319047698,10402,경기도 고양시 일산동구 중앙로1261번길 59,501호(장항동),79,필라테스,126.7704188,37.6571232,장애인강좌,,
41,경기,41270,안산시,다농볼링장,024102215,15288,경기도 안산시 상록구 예술광장로 1,9층 다농볼링장(월피동),10,볼링,126.8442343,37.3283714,장애인강좌,,
41,경기,41390,시흥시,다니생활체육관,03180840144,14992,경기도 시흥시 시흥대로268번길 8,3층(능곡동),79,필라테스,126.8072584,37.3643039,장애인강좌,,
41,경기,41570,김포시,다짐,0319845096,10126,경기도 김포시 고촌읍 장차로 1,범영빌딩3층 302호 다짐,25,헬스,126.7696390,37.6025548,장애인강좌,,
41,경기,41360,남양주시,대건합기도,0315911397,12151,경기도 남양주시 호평로 94,후문상가3층 대건합기도,75,합기도,127.2512169,37.6555417,장애인강좌,,
41,경기,41360,남양주시,대건합기도,0315911397,12151,경기도 남양주시 호평로 94,"후문상가 301(호평동, 금강아파트)",75,합기도,127.2512169,37.6555417,장애인강좌,,
41,경기,41360,남양주시,대림키즈태권도,0315281116,12136,경기도 남양주시 진건읍 진건오남로86번길 32,2층 대림키즈태권도,22,태권도,127.1811792,37.6583014,장애인강좌,,
41,경기,41410,군포시,대박당구장,,15813,경기도 군포시 금산로6번길 13,3층(금정동),03,기타종목,126.9418796,37.3636866,장애인강좌,,
41,경기,41550,안성시,더 베스트 안성태권도장,0242181688,17587,경기도 안성시 금산2길 17,1층(금산동),22,태권도,127.2713194,37.0123450,장애인강좌,,
41,경기,41390,시흥시,더메이크 사회적협동조합 시흥지부,07075433285,14912,경기도 시흥시 비둘기공원6길 13-1,701호(대야동),03,기타종목,126.7914946,37.4422659,장애인강좌,,
41,경기,41390,시흥시,더밝은 사회서비스센터,,14995,경기도 시흥시 승지로 49,3층 더밝은사회서비스센터(능곡동),03,기타종목,126.8096061,37.3685789,장애인강좌,,
41,경기,41190,부천시,도당태권도장,0326825279,14483,경기도 부천시 삼작로 270,3층 도당태권도장(도당동),22,태권도,126.7914935,37.5200396,장애인강좌,,
41,경기,41150,의정부시,동그라미탁구교실,028770908,11729,경기도 의정부시 신곡로 45-20,4층(신곡동),21,탁구,127.0554172,37.7307991,장애인강좌,,
41,경기,41220,평택시,동삭언어심리연구소,026555767,17841,경기도 평택시 동삭1로22번길 19-21,동삭프라자 204호 동삭언어심리연구소(동삭동),03,기타종목,127.0932609,37.0208985,장애인강좌,,
41,경기,41130,성남시,(주)꿈자라다,0317191441,13522,경기도 성남시 분당구 야탑로 32,삼부빌딜 4층(야탑동),03,기타종목,127.1226151,37.4087827,장애인강좌,,
41,경기,41590,화성시,동탄센텀탁구장,0313779720,18487,경기도 화성시 동탄기흥로 147-13,센터프라자305호(방교동),21,탁구,127.0902362,37.1728592,장애인강좌,,
41,경기,41550,안성시,동현스포츠센터,0316749814,17568,경기도 안성시 남파로 75,3층(당왕동),25,헬스,127.2583781,37.0167484,장애인강좌,,
41,경기,41170,안양시,동호테니스아카데미,0314273667,14120,경기도 안양시 동안구 흥안대로94번길 68,"107-1호(호계동, 양우 내안애 팰리스)",23,테니스,126.9569379,37.3664901,장애인강좌,,
41,경기,41280,고양시,드림에듀지점,,10333,경기도 고양시 일산동구 중산로 234,승산빌딩5층(중산동),25,헬스,126.7807062,37.6928456,장애인강좌,,
41,경기,41550,안성시,드림점핑,,17564,경기도 안성시 공도읍 진사길 11,3층 드림점핑,03,기타종목,127.1384715,36.9929072,장애인강좌,,
41,경기,41590,화성시,드림태권도,,18517,경기도 화성시 정남면 만년로 442-10,2층 드림태권도,22,태권도,126.9825821,37.1613892,장애인강좌,,
41,경기,41310,구리시,드림히어로즈 태권도장,0315910201,11901,경기도 구리시 갈매순환로 194,5층 드림히어로즈 태권도장(갈매동),22,태권도,127.1217995,37.6366379,장애인강좌,,
41,경기,41450,하남시,디딤터,,12902,경기도 하남시 미사강변한강로 135,스카이폴리스 나동 601호 디딤터 재활운동센터(망월동),03,기타종목,127.1917806,37.5766518,장애인강좌,,
41,경기,41310,구리시,디엔엠휘트니스,,11937,경기도 구리시 이문안로 31,지하1층 디엔엠휘트니스(교문동),25,헬스,127.1348250,37.5923571,장애인강좌,,
41,경기,41310,구리시,디엠댄스,0315525515,11940,경기도 구리시 체육관로80번길 32,201호(수택동),07,댄스,127.1398931,37.5915815,장애인강좌,,
41,경기,41390,시흥시,뚜존농구교실,,14956,경기도 시흥시 시흥대로 947-4,뚜존체육(미산동),04,농구,126.7886248,37.4209636,장애인강좌,,
41,경기,41610,광주시,라엘배드민턴트레이닝센터,0232870627,12736,경기도 광주시 초월읍 경충대로963번길 11-9,라엘배드민턴트레이닝센터,09,배드민턴,127.3075944,37.3655632,장애인강좌,,
41,경기,41270,안산시,라온치료교육센터,0314018005,15455,경기도 안산시 단원구 원포공원1로 59,A동 310호(초지동),03,기타종목,126.8112341,37.3024975,장애인강좌,,
41,경기,41280,고양시,라온필라테스,0319799609,10486,경기도 고양시 덕양구 중앙로 450,7층 라온필라테스(행신동),79,필라테스,126.8455531,37.6184381,장애인강좌,,
41,경기,41130,성남시,라인업점핑,,13610,경기도 성남시 분당구 느티로 73,204호(정자동),03,기타종목,127.1127857,37.3687772,장애인강좌,,
41,경기,41190,부천시,락스타도르 주짓수 스튜디오,,14542,경기도 부천시 길주로 137,상록그린힐 501호 락스타도르 주짓수 스튜디오(상동),03,기타종목,126.7576770,37.5061047,장애인강좌,,
41,경기,41150,의정부시,로즈비점핑다이어트,,11770,경기도 의정부시 용민로 313,303호 로즈비점핑다이어트(낙양동),03,기타종목,127.1038617,37.7525608,장애인강좌,,
41,경기,41800,연천군,로하스당구클럽,,11034,경기도 연천군 전곡읍 은전로78번길 77,로하스당구클럽,03,기타종목,127.0700397,38.0251673,장애인강좌,,
41,경기,41270,안산시,루루태권스쿨,0315026167,15495,경기도 안산시 상록구 중보로 23,501호(이동),22,태권도,126.8499114,37.3062110,장애인강좌,,
41,경기,41550,안성시,리더스태권도장,0316568111,17558,경기도 안성시 공도읍 양기길 28,상가2층201~204호(안성공도서해그랑블),22,태권도,127.1959752,37.0074664,장애인강좌,,
41,경기,41150,의정부시,리아더요가,,11757,경기도 의정부시 청사로 37,4층(금오동),78,요가,127.0698807,37.7515204,장애인강좌,,
41,경기,41390,시흥시,(주)시흥비젼센터,023197929,15049,경기도 시흥시 마유로 416,B1 (주)시흥비젼센터(정왕동),03,기타종목,126.7412650,37.3516037,장애인강좌,,
41,경기,41500,이천시,림스짐 휘트니스,0316350705,17352,경기도 이천시 증신로 137,지하1층(증포동),25,헬스,127.4531351,37.2883674,장애인강좌,,
41,경기,41310,구리시,마운틴스타 클라이밍짐,025658849,11940,경기도 구리시 체육관로 82,타워클래스 6층 601호(수택동),03,기타종목,127.1381487,37.5919076,장애인강좌,,
41,경기,41590,화성시,마음뜰 clinic 아동청소년 발달센터,03151833883,18303,경기도 화성시 봉담읍 동화길 51,프리미엄 원희캐슬 3층 324호,03,기타종목,126.9554909,37.2190315,장애인강좌,,
41,경기,41110,수원시,마음뜰clinic 운동발달센터,07088332963,16339,경기도 수원시 장안구 대평로 128,파크프라자 4층 404호(정자동),03,기타종목,126.9912484,37.2989814,장애인강좌,,
41,경기,41550,안성시,마이태권도장,,17544,경기도 안성시 대덕면 서동대로 4727,2층 마이태권도장,22,태권도,127.2260661,37.0133044,장애인강좌,,
41,경기,41150,의정부시,맞춤재활운동센터,,11729,경기도 의정부시 발곡로 10,"백상프라자, 213호 맞춤재활운동센터(신곡동)",03,기타종목,127.0558656,37.7309536,장애인강좌,,
41,경기,41280,고양시,머스트짐,0319059682,10414,경기도 고양시 일산동구 중앙로 1160,오원프라자 B02 머스트짐(마두동),25,헬스,126.7789212,37.6509174,장애인강좌,,
41,경기,41220,평택시,머슬짐,0316837330,17940,경기도 평택시 안중읍 안현로서6길 7,4층 머슬짐,25,헬스,126.9280806,36.9833294,장애인강좌,,
41,경기,41410,군포시,메이드짐,0313971017,15865,경기도 군포시 광정로 78,7층 메이드짐(산본점),25,헬스,126.9297765,37.3600098,장애인강좌,,
41,경기,41430,의왕시,메인체육센터,023421282,16074,경기도 의왕시 경수대로 257,7층 705호,03,기타종목,126.9726591,37.3491604,장애인강좌,,
41,경기,41590,화성시,메타테니스아카데미,0233072468,18297,경기도 화성시 봉담읍 수영로39번길 14,봉담메타스크린테니스아카데미,23,테니스,126.9572035,37.2356026,장애인강좌,,
41,경기,41360,남양주시,모던힐 별내점,0315288251,12102,경기도 남양주시 별내5로5번길 15,신성프라자 7층(별내동),79,필라테스,127.1124510,37.6504150,장애인강좌,,
41,경기,41290,과천시,몬스터유도주짓수스포츠클럽,0265461472,13807,경기도 과천시 중앙로 137,B2호(중앙동),17,유도,126.9917012,37.4288143,장애인강좌,,
41,경기,41590,화성시,미르 태권도&주짓수,0312212133,18412,경기도 화성시 떡전골로 60,"107동 118호(병점동, 병점역효성해링턴플레이스)",22,태권도,127.0362476,37.2050623,장애인강좌,,
41,경기,41170,안양시,미스터샤크유도멀티짐,0314536210,14109,경기도 안양시 동안구 경수대로 604,대명빌딩 3층(호계동),17,유도,126.9564121,37.3765828,장애인강좌,,
41,경기,41150,의정부시,민락경기태권도장,0318522950,11811,경기도 의정부시 오목로 74,상가 2층(민락동),22,태권도,127.0907886,37.7349562,장애인강좌,,
41,경기,41270,안산시,바나함,0314752600,15360,경기도 안산시 단원구 예술대학로 17,중앙노블레스 빌딩 7층 7호 바나함요가(고잔동),78,요가,126.8365081,37.3187059,장애인강좌,,
41,경기,41460,용인시,바둑의신 바둑학원,0313342122,17056,경기도 용인시 처인구 명지로40번길 15-15,골든프라자 403호 바둑의신 바둑학원(역북동),03,기타종목,127.1867172,37.2312920,장애인강좌,,
41,경기,41150,의정부시,바디붐휘트니스 (녹색거리점),028449679,11695,경기도 의정부시 태평로99번길 17,베스트프라자 3층 바디붐(의정부동),25,헬스,127.0506522,37.7411207,장애인강좌,,
41,경기,41150,의정부시,바디붐휘트니스 민락점,0318513456,11813,경기도 의정부시 오목로225번길 140,성산타워 7층 바디붐휘트니스(민락동),25,헬스,127.0949045,37.7450392,장애인강좌,,
41,경기,41570,김포시,바디아트짐,0319977601,10113,경기도 김포시 풍무2로 11,3층(풍무동),25,헬스,126.7256317,37.6075220,장애인강좌,,
41,경기,41190,부천시,바디와이짐,0326547395,14414,경기도 부천시 성지로 111-1,2층 바디와이짐(원종동),25,헬스,126.8110061,37.5290879,장애인강좌,,
41,경기,41570,김포시,바르미유도체육관,0319881388,10107,경기도 김포시 사우중로3번길 48,바르미유도체육관(사우동),17,유도,126.7138592,37.6172505,장애인강좌,,
41,경기,41170,안양시,바름아동센터,024415095,14092,경기도 안양시 만안구 수리산로 24,헤븐빌 201호,03,기타종목,126.9291589,37.3877260,장애인강좌,,
41,경기,41590,화성시,바시필라테스동탄점,03180433003,18478,경기도 화성시 동탄오산로 86-3,"MK타워 7층(오산동)703,704호",79,필라테스,127.0977805,37.1981205,장애인강좌,,
41,경기,41280,고양시,박재현재활운동센터,0319713493,10503,경기도 고양시 덕양구 화신로 263,6층 브릿지타워(화정동),03,기타종목,126.8320507,37.6304621,장애인강좌,,
41,경기,41190,부천시,박재현재활운동센터,0326558868,14635,경기도 부천시 부일로 453,2층(심곡동),03,기타종목,126.7806123,37.4865339,장애인강좌,,
41,경기,41150,의정부시,박재현재활전문센터,0318538868,11749,경기도 의정부시 동일로 713,을지타워 3층 303호(금오동),03,기타종목,127.0505282,37.7504504,장애인강좌,,
41,경기,41550,안성시,박정길탁구클럽,0316512631,17548,경기도 안성시 공도읍 문터길 12,2층,21,탁구,127.1955890,37.0091160,장애인강좌,,
41,경기,41480,파주시,발레by스토리필라테스,029432801,10932,경기도 파주시 중앙로 256,금촌동 동문빌딩 302호(금촌동),77,발레,126.7783701,37.7591197,장애인강좌,,
41,경기,41360,남양주시,백년탁구교육원,025779333,12205,경기도 남양주시 와부읍 수레로1번길 8,선플렉스빌딩 별관 3층,21,탁구,127.2127822,37.5873480,장애인강좌,,
41,경기,41480,파주시,백두태권도,0319446222,10852,경기도 파주시 마음밭길 114,"싱기3층(금촌동, 대방노블랜드아파트)",22,태권도,126.7712622,37.7704247,장애인강좌,,
